Autor_Tema_Publicação;Citação
Gueorgui_Júkov;Tem uma vontade forte. Decisivo e firme. Muitas vezes demonstra iniciativa e habilmente aplica-a. Disciplinado. Exigente e persistente nas suas exigências.
Guerino_Di_Tora;Devemos fazer-nos próximos uns dos outros para saber encontrar. Muitas vezes, pela manhã por exemplo, no metrô vemos tanta gente, mas cada um fechado no próprio individualismo. Então, acolher significa, sobretudo, uma capacidade que antes de ser um fato externo, é preciso ter no próprio coração essa capacidade de relação com o outro, reconhecer o outro como pessoa, como filho de Deus.
Guerra;A guerra nada mais é que a continuação da política por outros meios.
Guerra;"Essa é a essência da chamada prosperidade de guerra; enriquece alguns pelo que toma dos outros. Não é a riqueza crescente, mas uma mudança de riqueza e renda."
Guerra;O objetivo da guerra não é dar a vida por seu país, mas fazer com que o inimigo dê a vida pelo seu.
Guerra;Apesar de um soldado por profissão, nunca senti qualquer tipo de gosto para a guerra, e eu nunca a defendi, exceto como meio de paz.
Guerra;"Desejava ser um rapaz e ir combater, como Fuzileiro. Pensava em pilotar aviões e ganhar medalhas por bravura. Mas não podia ir para a guerra e isso às vezes a deixava inquieta e triste. Decidiu doar sangue para a Cruz Vermelha; queria doar um litro por semana, porque assim seu sangue estaria nas veias de australianos, combatentes franceses e chineses, no mundo inteiro; seria uma espécie de parente próxima de todos eles."
Guerra;Nenhuma guerra pode ser santa.
Guerra;Quando os ricos fazem a guerra, são sempre os pobres que morrem.
Guerra;A Guerra traz paz, mas só para as suas vítimas.
Guerra;A uma guerra justa preferimos uma paz injusta.
Guerra;Olho por olho, e o mundo acabará cego.
Guerra;A guerra é uma coisa demasiada grave para ser confiada aos militares.
Guerra;Não conseguireis desgostar-me da guerra. Diz-se que ela destrói os fracos, mas a paz faz o mesmo.
Guerra;As guerras não machucam ninguém além das pessoas que morrem.
Guerra;Uma espada obriga a outra a ficar na bainha.
Guerra;Queremos glorificar a guerra - única higiene do mundo -, o militarismo, o patriotismo, o gesto destruidor dos libertários, as belas ideias pelas quais se morre, e o desprezo da mulher.
Guerra;Questiono-me se a guerra não é provocada senão pelo único objectivo de permitir ao adulto voltar a ser criança, regredir com alívio à idade das fantasias e dos soldadinhos de chumbo.
Guerra;Grande guerreiro? Guerra não faz 'grande' ninguém.
Guerra;A guerra é comum a todos os seres. É a mãe de todas as coisas. De uns faz deuses, de outros escravos ou homens livres.
Guerra;Nunca houve uma guerra boa nem uma paz ruim.
Guerra;O homem deve amar a paz como meio para outras guerras!
Guerra_Anglo-Iraquiana;Sua ação vigorosa e esplêndida restaurou a situação. Estamos todos assistindo a grande luta que você está fazendo. Toda ajuda possível será enviada. Continue assim!.
Guerra_Fria;...A guerra fria [...] É uma verdadeira guerra global não declarada. Obedece a um planejamento e tem objetivos a conquistar, desperta entusiasmo e medo em grupos sociais e reações contrárias na opinião pública.
Guerra_Fria;Em 2000, uma década depois de a Guerra Fria ter terminado, 2,2 milhões de pessoas estavam empregadas em empresas nominalmente privadas geridas pelo Pentágono. Depois a economia militar havia se tornado a própria indústria do governo federal, cuja manutenção e ampliação continuaram como um objetivo estatal.
Guerra_Junqueiro;Ser alegre é ser forte: a força é uma alavanca.
Guerra_Junqueiro;Em tudo o que alvorece há um sorriso de esperança.
Guerra_Junqueiro;A Pátria mais perfeita será a mais local, pelo amor à gleba, e a mais universal, pelo amor ao mundo.
Guerra_Junqueiro;O filósofo observa e medita. É um espelho que pensa.
Guerra_da_Coreia;Durante um período de três anos ou mais, matamos - o que - vinte por cento da população da Coreia como baixas diretas da guerra, ou de fome e exposição?
Guerra_das_Malvinas;Que venga el principito! (Que venha o principezinho!) General Galtieri, quando soube durante a guerra que o príncipe Andrew faria parte da Task Force.
Guerra_das_Malvinas;Es la pelea de dos calvos por un peine (É a briga de dois carecas por um pente) Jorge Luis Borges, sobre a futilidade de uma guerra por um arquipélago árido).
Guerra_das_Malvinas;Malvinas para los pingüinos! (Malvinas para os pingüins!) camiseta impressa no Brasil durante a guerra.
Guerra_das_Malvinas;Gotcha! (Te peguei!) manchete do jornal britânico The Sun quando os ingleses afundaram o cruzador General Belgrano.
Guerra_das_Malvinas;Estamos ganando! (Estamos vencendo) título de vários jornais e revistas de Buenos Aires poucos dias antes da derrota argentina.
Guerra_do_Pacífico;Se a luta continuar, não apenas isso resultaria no colapso final e destruição da nação japonesa, mas também levaria a total extinção da civilização humana.
Guerra_dos_Tronos;A guerra é mais fácil que as filhas.
Guerra_dos_Tronos;O inverno está chegando.
Guerra_dos_Tronos;Você acha que minha vida é uma coisa tão preciosa para mim, que eu trocaria a minha honra por mais alguns anos… Do quê?
Guerra_dos_Tronos;Um homem que luta por moedas é leal apenas à sua carteira.
Guerra_dos_Tronos;Nunca se esqueça de quem você é, porque é certo que o mundo não se lembrará. Faça disso sua força. Assim, não poderá ser nunca a sua fraqueza. Arme-se com esta lembrança, e ela nunca poderá ser usada para magoá-lo.
Guerra_dos_Tronos;Toda vez que eliminamos um inimigo criamos mais dois.
Guerra_dos_Tronos;Não sou Ned Stark. Sei como esse jogo é jogado. Ele era honrado. Eu não sou.
Guerra_dos_Tronos;Uma vez um homem sábio me disse: nós fazemos paz com nossos inimigos, não com nossos amigos.
Guerra_dos_Tronos;"Quando se joga o jogo dos tronos, ganha-se ou morre; não existe meio-termo."
Guerra_dos_Tronos;Você é esperto. Mas não é tão esperto quanto acha que é
Guerra_dos_Tronos;Se me chamar de irmã novamente, eu vou fazer com que você seja estrangulada enquanto dorme.
Guerra_dos_Tronos;Você está quase lá e tem medo de não conseguir chegar. Quanto mais perto chega, maior é o seu medo.
Guerra_dos_Tronos;O caos não é um abismo. O caos é uma escada. Muitos que tentam escalar falham e nunca podem tentar outra vez. A queda quebra-os. Outros têm a oportunidade de subir, mas se recusam. Eles se agarram ao reino, ou aos deuses, ou ao amor. Ilusões. Apenas a escalada é real. A escalada é tudo o que existe
Guerra_dos_Tronos;Desconfiar de mim foi a coisa mais sensata que fez desde que desceu de seu cavalo.
Guerra_dos_Tronos;Você realmente acredita que uma coroa lhe garante poder?
Guerra_dos_Tronos;Um leão não se preocupa com a opinião de uma ovelha.
Guerra_dos_Tronos;Para que os deuses tenham misericórdia de todos nós.
Guerra_dos_Tronos;Segure a porta.
Guerra_dos_Tronos;Uma garota não tem nome.
Guerrilla_Girls;No geral, queríamos que o foco estivesse nos problemas, não nas nossas personalidades ou nos nossos próprios trabalhos.
Guglielmo_Marconi;Deixá-lho ser assim.
Guglielmo_Marconi;Esta nova forma de comunicação podia ter alguma utilidade.
Gugu_Liberato;Como diz o meu amigo Faustão, quem sabe faz ao vivo.
Guido_Iván_Minda_Chalá;Que é surpreendente que um estado leigo como o Equador, que por princípio promove a separação entre Igreja e Estado, queira agora criar um Conselho regulamentador.
Guido_Marini;Eu penso na atenção a tudo o que entra na composição do rito para que ajude de verdade a quem participa em viver a figura de Deus e aqueles que permanecem em atitude de adoração. Do lado litúrgico é necessário considerar (estes detalhes) para que permaneça bem afirmada esta centralidade da presença do Senhor, de seu ser protagonista, e do sentido também autêntico da participação no mistério de Cristo.
Guido_Pozzo;Posso, eventualmente, acrescentar que, quando se faz referência à falta de reconhecimento canónico, que não é a coisa que neste momento estão a considerar, posso dizer que o reconhecimento canónico pela parte da Santa Sé é condição essencial para que uma obra católica esteja em plena comunhão eclesiástica, segundo o direito (canónico). Não existe o reconhecimento canónico, estamos a trabalhar para que haja: mas o reconhecimento canónico não é apenas um facto de notariado, é essencial!
Guido_Zendron;Este título num é pra mim. É um reconhecimento que esta casa faz aos trabalhos realizados pela Diocese de Paulo Afonso ao longo de décadas trabalhando intensamente para a comunidade de Paulo Afonso e da região. Sinto-me com ainda mais responsabilidade para viver intensamente aos serviços pastorais desse território me confiado por Deus.
Guido_van_Rossum;Há mais de seis anos, em dezembro de 1989, eu estava procurando por um projeto de programação como hobby que me mantivesse ocupado durante a semana próxima ao Natal. Meu escritório... estaria fechado, mas eu tinha um computador em casa, e não muito mais em mãos. Eu decidi escrever um interpretador para a nova linguagem de scripting que eu vinha pensando sobre ultimamente: uma descendente da ABC que agradaria a hackers de Unix/C. Eu escolhi Python como um título provisório para o projeto, sendo que eu estava num humor um pouco irreverente (e sendo também um grande fã do Monty Python's Flying Circus).
Guilherme_Afif_Domingos;Só não vaiaram dom Claudio Hummes, por medo de ir para o inferno, e o Paulinho, para garantir que haverá festa no próximo ano.
Guilherme_Antônio_Werlang;Os estudos profundíssimos da teologia são absolutamente necessários para quem deve assumir ao missão de ensinar, conduzir e apascentar o Povo de Deus, mas todo este estudo é para traduzir tudo em linguagem do cotidiano do povo e não para mostrar, eu sei. Teses de doutorado são indispensáveis, estudos profundos são imprescindíveis, mas homilia é ou deveriam ser, a fala do Pai com sua família, com seus filhos.
Guilherme_Arantes;Água dos igarapés
Guilherme_Araújo;Fui abandonado por Bethânia, Gal e Gil no momento em que eles começaram a ganhar dinheiro. Gilberto Gil é um comerciante, não tem caráter.
Guilherme_Fontes;Eu não tenho coragem de botar carpete na cabeça
Guilherme_II_da_Alemanha;"Acredito na existência de uma Providência Divina que dita que duas nações de onde vieram Shakespeare, Schiller, Lutero e Goeth, têm um grande futuro pela frente; acredito que as duas nações teutónicas vão aprender a conhecer-se melhor uma à outra e irão unir-se para manter a paz no mundo. Temos de formar uma aliança anglo-germânica, vocês ficariam com os mares enquanto nós responsabilizar-nos-íamos pela terra. Com tal aliança, nem rato abalaria o equilíbrio europeu e as outras nações, no seu devido tempo, veriam a necessidade de reduzir o armamento."
Guilherme_II_da_Alemanha;Eu considero todo social-democrata um inimigo do Império e da Pátria.
Guilherme_II_da_Alemanha;Os judeus ingleses, franceses e alemães estavam todos em conluio. Seu único objetivo era estabelecer o domínio judaico do mundo. Portanto, eles primeiro tiveram que escravizar completamente o povo alemão. O primeiro-ministro inglês [David Lloyd George] estava completamente nas mãos dos judeus (...). Quando uma nova era amanhecesse mais uma vez na Alemanha, os judeus encontrariam seu destino em termos inequívocos. Eles haviam drenado cerca de 80 bilhões para fora do país. Eles teriam que arcar com tudo isso, começando pelo governo que deveria desembolsar 15 bilhões de imediato. Eles teriam que entregar tudo, suas coleções de arte, suas casas, todas as suas propriedades. Eles teriam que ser removidos de uma vez por todas de todos os seus cargos públicos, eles deveriam ser completamente jogados ao chão.
Guilherme_Karan;A Ana Paula Arósio é tão linda que as outras atrizes da Globo deveriam ir para casa cortar os pulsos
Guilherme_Karan;Ele sempre foi 'na dele'. Por isso sempre quero respeitar, porque o carinho e o amor que eu tenho por ele e eu sempre vou me lembrar de tudo o que nós fizemos juntos.
Guilherme_Karan;Ele é a pessoa que eu mais gosto no mundo. O Karan é o meu maior amigo, mesmo.
Guilherme_Karan;A amizade entre a gente é uma coisa muito bonita. Eu sempre digo que todas as vezes que eu passo necessidade na vida, Deus me manda um exército de anjos para me ajudar. E um desses anjos é o Guilherme.
Guilherme_Porto;Irmãos e amigos: - Percebemos agora, porventura mais, e nestas concretíssimas circunstâncias pessoais e sociais, o significado autêntico da realeza de Cristo?! Assim o creio e confirmo, vendo-nos aqui reunidos em seu nome e com Ele no meio de nós, nos múltiplos sinais da sua presença ressuscitada e ressuscitadora das vidas pessoais e compartilhadas. A resposta à pergunta de Pilatos sobre a realeza de Cristo são as nossas vidas, redobradamente atraídas pela verdade de quanto disse, fez e inabalavelmente é. Por isso o seu reino não tem a exterioridade dos reinos deste mundo, nem a sua efemeridade também. As suas conquistas são essenciais, vão muito dentro e bem fundo de cada um de nós, convertendo corações e critérios, alterando radicalmente gostos, desejos, preferências e projetos.
Guilherme_Weber;Estou aceitando currículos. Sério. Quero mudar meu estado civil, quero muito ser pai.
Guilherme_de_Brito;Tire o seu sorriso do caminho/ Que eu quero passar com a minha dor/ Hoje pra você eu sou espinho/ Espinho não machuca a flor.
Guilherme_de_Brito;Me dê as flores em vida / O carinho, a mão amiga, / Para aliviar meus ais. / Depois que eu me chamar saudade / Não preciso de vaidade / Quero preces e nada mais
Guilhotina;Uma coleção de baionetas ou de guilhotinas é tão incapaz de deter uma opinião como uma coleção de moedas de ouro é incapaz de deter a gota.
Guillaume_Bouchet;A verdadeira nobreza se adquire com a vida e não com o nascimento.
Guillermo_Dela_Vega_Afable;Convocamos todos os filipinos a rezar juntos o Santo Terço, especialmente hoje, porque essa é a melhor coisa a se fazer em tempos de perigo.
Guillermo_Francisco_Escobar_Galicia;"Promover os direitos dos povos indígenas e o desenvolvimento de suas culturas e comunidades; reconhecer, promover e defender seus direitos à terra; ao território, à cultura, às suas formas de organização e sistemas de governo."
Guillermo_León_Escobar_Herrán;"A Encíclica marca o retorno às verdadeiras fontes; chama a refletir para que se dê a Deus o que é de Deus e a César o que é de César, sem confundi-los e sem associá-los. Sem dúvida que terminada esta tarefa o Pontífice seguirá indo para o fundamental da doutrina e à necessidade de torná-la vida."
Guillermo_Orozco_Montoya;A gente sempre foi temerosa com os grupos armados, e por sua própria segurança são muito zelosos. Onde há grupos fora da lei, sejam guerrilha ou paramilitares, têm que ser muito cuidadosos.
Guillermo_Patricio_Vera_Soto;Que este incêndio acenda a fé. Que sirva para trabalhar muito unidos como comunidade. Eu vi a disposição das famílias que já estão trabalhando com o desejo de recuperar rapidamente o que incêndio destruiu.
Guillermo_Patricio_Vera_Soto;Consideramos que nossas autoridades estão fazendo algumas coisas, mas queremos continuar igualmente a propor nossas exigências, em comportamento pacífico de diálogo, mas também com uma atitude que demonstra que existe uma comunidade inteira que pede e que acredita no que está querendo.
Guillermo_Patricio_Vera_Soto;Tudo o que nos acontece tem que levar a refletir, primeiro, sobre o valor da vida e cada um deve fazer coisas concretas. Toda a comunidade tem a tarefa de não passar como frios frente a pessoas que estão ensimesmadas, desorientadas, etc. Devemos nos dar o tempo para acompanhá-las, dar um conselho.
Guillermo_Patricio_Vera_Soto;Penso que este Congresso, este fervor, este entusiasmo, este amor a Jesus Eucaristia vá repercutir, sem dúvida, em toda a Igreja universal, suscitando mais amor pela Eucaristia.
Guimarães_Rosa;Mas quem é que sabe como? Viver... o senhor já sabe: viver é etcétera...
